,author,published_at,updated_at,like_count,text
160,@AbdulazizM1982,2023-10-23T18:01:26Z,2023-10-23T18:01:26Z,0,"Oh no I hibernated by mistake till October, JANUARY HERE I COME"
161,@Siaynoq8,2023-10-23T02:19:44Z,2023-10-23T02:19:44Z,0,"Eh, the tone is all wrong. This is shit. Netflix slop shit."
162,@marcstover6934,2023-10-23T02:07:41Z,2023-10-23T02:07:41Z,2,I read the books but still don’t fully understand. Hoping this series will help.
163,@dennismoti9343,2023-10-22T14:01:26Z,2023-10-22T14:01:26Z,1,Can't wait
164,@KristoferKeane,2023-10-21T21:01:17Z,2023-10-21T21:01:17Z,5,"You must release this immediately, this is part of the Wallfacer plan!"
165,@user-xh2eo7hi8m,2023-10-21T18:42:16Z,2023-10-21T18:42:16Z,0,좋은 퀄리티지만 최근에 이쪽 신화는 수명이 다했다는 생각이 드네요. 생명력이 다 사라진듯
166,@kn678,2023-10-21T17:04:02Z,2023-10-21T17:04:02Z,3,"tencent verison looks to be better, i hope i am wrong."
167,@falatalane,2023-10-21T11:31:00Z,2023-10-21T11:31:00Z,1,"There is already chinese TV series called Three-Body based on the same story. But I watched 6 episodes and gave up. I hope netflix version will be better, but to be honest, I dont believe it."
168,@msl2356,2023-10-21T08:51:47Z,2023-10-21T08:54:46Z,3,3 Body Problem...<br>From the creators of Game of Thrones...<br>Should I be worried about the ending...? <br>Creators of Game of Thrones please don't give me another backflash.
169,@tweealpha6558,2023-10-21T08:03:02Z,2023-10-21T08:03:02Z,2,D&D just because they ruined GOT I'm not gonna spend my single breath on this show. They are gonna ruin this spare the disappointment .
170,@holhorse3808,2023-10-20T21:38:28Z,2023-10-20T21:38:36Z,1,"<a href=""https://www.youtube.com/watch?v=5lj99Uz1d50&t=1m15s"">1:15</a> that's not a big red button..."
171,@holhorse3808,2023-10-20T21:36:14Z,2023-10-20T21:36:14Z,1,"<a href=""https://www.youtube.com/watch?v=5lj99Uz1d50&t=0m33s"">0:33</a> wait a sec, that's...<br>Are they gonna cover ALL three books??"
172,@MANS4ON-Ce137,2023-10-20T10:44:25Z,2023-10-20T10:44:25Z,4,"Just watch the Chinese series, it's the real deal."
173,@ChromisPasqueflowerBowerbird,2023-10-20T04:27:19Z,2023-10-20T04:27:19Z,1,say what you will about dumb abd and dumber. one thing they're good at is adapting book to the big screen
174,@hanqinzhao148,2023-10-19T19:23:01Z,2023-10-19T19:23:01Z,1,Today is 10/19/2023. Three months left for the release.
175,@XenoLife,2023-10-19T18:19:55Z,2023-10-19T18:19:55Z,2,The three bodie problem book is like a tool album. Hard to get into it the first time. But if you keep on trying. You’re hooked 😊
176,@XenoLife,2023-10-19T18:17:37Z,2023-10-19T18:17:37Z,3,« YOU ARE BUGS ! »
177,@erikbartalos830,2023-10-19T15:23:55Z,2023-10-19T15:23:55Z,1,those 2 inbreds and rich kids are making another trash series?
178,@Xaviezor,2023-10-19T12:26:50Z,2023-10-19T12:26:50Z,2,W H I T E   W A S H E D<br><br>BUT I'M SO EXCITED AND NERVOUS AND EXCITED.
179,@Yagoforn,2023-10-19T07:59:06Z,2023-10-19T07:59:06Z,2,well will just have to wait and see if they can stick the landing
180,@Bell2323,2023-10-19T00:33:02Z,2023-10-19T00:33:02Z,2,"Hey guys you might want to throw a hyphen in between ""3"" and ""body."" Just sayin'."
181,@strizldizl3035,2023-10-18T23:30:39Z,2023-10-18T23:30:39Z,1,I just hope the series stays true to the book and its characters<br>Looks very nice on first view👍
182,@sith.zerrir,2023-10-18T16:17:42Z,2023-10-18T16:17:42Z,3,I remember they slaughtered the ending to Thrones
183,@mr.wilson9941,2023-10-18T12:15:48Z,2023-10-18T12:15:48Z,3,"""from the creators of game of thrones"" <br><br>Do not watch !<br><br>Do not watch !!<br><br>DO NOT WATCH !!!"
184,@antoniocardinale4904,2023-10-18T07:32:03Z,2023-10-18T07:32:03Z,2,I will hibernate until January... it's part of the plan
185,@LaikaLycanthrope,2023-10-17T14:50:24Z,2023-10-17T14:50:24Z,2,"I'm glad I went into the Chinese version (3-Body, 30 episodes) totally blind."
186,@cem_kaya,2023-10-16T23:27:36Z,2023-10-16T23:27:51Z,1,Do not answer
187,@BarPBarPkoyanee,2023-10-16T20:30:03Z,2023-10-16T20:30:03Z,2,“From the creatores of game of thrones” dont tell me its david and dan. Jesus
188,@vladdraketepes,2023-10-16T16:22:52Z,2023-10-16T16:22:52Z,3,this is a legendary novel. hoping netflix won't fck this up
189,@LulzTVx,2023-10-16T05:26:30Z,2023-10-16T05:26:30Z,0,"Unless it specifically refers to humans, the Carl Sagan quote ""Life looks for life"" is grossly out of place for the Three Body Problem trilogy if you know the big revelation and the running theme of the whole story."
190,@BlackWolf207,2023-10-16T04:59:03Z,2023-10-16T04:59:03Z,1,"I just finished reading the first book, and I’ve never said this before but I hope it’s not 100% faithful to the book. It had some weird and awesome ideas, but it was just soooooo boring during some parts, and I have no idea why eastern stories just LOVES to info dump pages and pages of exposition (particularly one of the last chapters). Not to mention characters and their dialogue are so weird, maybe it’s natural in Chinese but not English. And the video game portions should be the most interesting parts but they were a real slog to get through. I’m only holding out because I heard it gets really good in the second and third books."
191,@tanishsingh2261,2023-10-15T14:51:11Z,2023-10-15T14:51:11Z,1,Just finished the book. Trailer feels completely different after it.
192,@MyKharli,2023-10-15T13:41:19Z,2023-10-15T13:41:19Z,5,Be hard to beat the Chinese version which was well grounded .
193,@stackthatartpaper,2023-10-15T06:10:13Z,2023-10-15T06:10:13Z,2,I hope it doesn’t suck so we can see dark forest. The best
194,@crystalshchen,2023-10-14T14:00:42Z,2023-10-14T14:00:42Z,0,I’m still confused by the name…..even more so by the Netflix version 🤨
195,@stoerenungeheuer543,2023-10-13T22:53:45Z,2023-10-13T22:53:45Z,2,Huh? What's with the original series? What is this? Woke Body Problem?
196,@ryanfoot697,2023-10-12T21:27:17Z,2023-10-12T21:27:17Z,2,seeing Ramanujan played by a western white woman is ridiculous. He was a Indian male if you dont know who he is. Why? just why?
197,@galipote_rd,2023-10-12T17:53:16Z,2023-10-12T17:53:16Z,2,"I LIKED BETTER, THE CHINESE VERSION OF THIS SERIES."
198,@jiasheng,2023-10-12T10:37:45Z,2023-10-12T10:37:45Z,7,"""From the creators of Game of Thrones"" oh hell no"
199,@caps_lock_,2023-10-12T08:48:45Z,2023-10-12T08:48:45Z,1,"Creators of GoT, two white characters, and a black character. On a completely Chinese series. I'm glad I've read the books first because I'm not holding my breath for this."
200,@fetmar,2023-10-12T05:41:30Z,2023-10-12T05:41:30Z,1,"Amazing book, Netflix did great with Stranger Things.... But they gave this once in a lifetime opportunity to the hacks that killed Game Of Thrones. GoT was a phenomenon everyone talked about and D&D gutted it and it was laughable by the end. Everyone dropped it like rotten food. I can't believe anyone ever let  them work again."
201,@olitomar,2023-10-10T14:36:42Z,2023-10-10T14:36:42Z,3,"in the future, kids will ask ""what's the three body problem?"" and the adults will reply, "" oh it was a television series based on a book""."
202,@WithTaggant,2023-10-10T13:31:07Z,2023-10-10T13:31:07Z,4,Netflix will mess this up.
203,@Kingofsouthlake,2023-10-09T22:05:56Z,2023-10-09T22:05:56Z,3,"""Creators of game of thrones"" George RR wrote this?"
204,@thegrimcritic5494,2023-10-09T20:28:15Z,2023-10-09T20:28:15Z,3,“Be quiet. They will hear you.”
205,@alanfisher3848,2023-10-09T16:23:25Z,2023-10-09T16:23:25Z,1,"""From the creators of Game of Thrones"" Not a comment that fills me with confidence."
206,@JUNOegg,2023-10-09T12:17:19Z,2023-10-09T12:17:19Z,0,스케일 뭔데
207,@ryuma8451,2023-10-09T11:57:27Z,2023-10-09T11:57:27Z,2,"<a href=""https://www.youtube.com/watch?v=5lj99Uz1d50&t=1m07s"">1:07</a> scrooge mcduck"
208,@SheetSmarts,2023-10-09T06:11:25Z,2023-10-09T06:11:25Z,3,Bracing myself for a wild ride through the cosmos 🚀👽!
209,@giusepperana6354,2023-10-09T03:00:09Z,2023-10-09T03:00:09Z,1,I once saw a Youtube video summarizing the story of this and was fascinated. I bet this Youtube video I saw will be vastly superior to whatever Netflix produces because Netflix typically produces trash.
210,@kookiMonst4,2023-10-08T18:42:09Z,2023-10-08T18:42:09Z,2,Please don't fak it up. Pleeeease.
211,@drinksanddice9528,2023-10-08T14:47:02Z,2023-10-08T14:47:02Z,3,"Found the ending of the book disappointing as hell, but if they screw up the show I'm still gonna be kind of aggravated."
212,@pokemonfan2630,2023-10-08T14:29:26Z,2023-10-08T14:29:26Z,1,"I just pictured the scene where that tiny little thing is destroying cities on earth, we get the view from orbit and the chorus of the song ""helpless"" by crosby stills and nash playing in the background......"
213,@HazardTime,2023-10-08T06:03:34Z,2023-10-08T06:03:34Z,1,"You had me until <a href=""https://www.youtube.com/watch?v=5lj99Uz1d50&t=0m22s"">0:22</a>"
214,@ZG-iu9xr,2023-10-08T00:19:41Z,2023-10-08T00:19:41Z,2,I never been so excited for a series. Netflix need to promote the hell out of this. How have I only just found out this teaser?
215,@dantebeleren,2023-10-07T18:37:09Z,2023-10-07T18:37:09Z,3,"The Chinese made version is available for free here on Youtube. Well worth the watch, regardless of how this version turns out."
216,@tardisgirl1237,2023-10-07T14:12:32Z,2023-10-07T14:12:32Z,1,"Does anyone recognize the music in this trailer, cause I definitely know I've heard it before."
217,@cannedcrazy,2023-10-07T07:11:21Z,2023-10-07T07:11:21Z,2,I'm sure Netflix with absolutely destroy this with wokery. As is tradition. 😒🙄
218,@mytechid9748,2023-10-06T13:17:12Z,2023-10-06T13:17:12Z,1,"dropped the ball on the logo/graphics treatment at the end there, this isn't 2006"
219,@KeiKAndLies,2023-10-04T22:12:10Z,2023-10-04T22:12:10Z,1,I can't wait for them to ruin the last season for this series just like game of thrones.
220,@glitch_goblin,2023-10-04T21:55:44Z,2023-10-04T21:55:44Z,0,"""from the creators of Game of Thrones"" aka ""how to instantly turn my interest off of this series"""
221,@Akulion1,2023-10-04T10:27:33Z,2023-10-04T10:27:33Z,4,"I hope they do it justice and not just limit the episodes per season to 8. The chinese version was very well done, a little long but good."
222,@jaymahealinski,2023-10-03T19:09:39Z,2023-10-03T19:09:39Z,0,wow it doesn't look good at all~ watch netflix make another bad adaptation of great books
223,@user-cr3wt7qj9i,2023-10-03T18:23:45Z,2023-10-03T18:23:45Z,0,"I'm curious how Cixin Liu's weird Maoist and sexist ideas will make it into this. The ideas in his books are incredible, but they're punctuated by subtextual ideas like: effeminate men are bad; women can't handle power; and democracy would not be good for China."
224,@michaelg510,2023-10-03T05:10:15Z,2023-10-03T05:10:15Z,6,I can finally be that guy that says “yeah but in the books it didn’t happen like that”
225,@Laminar-Flow,2023-10-03T02:40:29Z,2023-10-03T02:40:52Z,39,"Was recommended this series by an engineering professor; read it in about a month or so back in the day. Hell of a series, with a hell of a lot of scientific/academic detail. I hope it adapts well."
226,@RC_Engineering,2023-10-02T22:24:58Z,2023-10-02T22:24:58Z,5,I feel like throwing up in anticipation. The greatest sci-fi books I have ever read.
227,@thumbhead3370,2023-10-02T21:54:17Z,2023-10-02T21:54:17Z,3,99% of the sci fi stuff in this trailer is from a video game simulation. I cannot imagine a worse possible way to market this story.
228,@jerrychesan1936,2023-10-02T14:03:16Z,2023-10-02T14:03:16Z,1,This will have a hard time being better than Tencet's interpretation of the Three body problem.
229,@infamous387,2023-10-02T02:24:05Z,2023-10-02T02:29:22Z,12,I discovered the book series on YouTube from Quinn's ideas. At first I thought this was all secret government documents until I found this is a book series. Never read a book nor had any interest in reading a book in all my 34 years. After hearing his breakdowns of the book series I was so intrigued I got them on audio and just yesterday found physical copies at barns n Noble and bought them. I'm addicted to this series I can't wait to get through the audio series. This show is my most anticipated shows of all time now. Can't wait to watch this. Hope it stays true to the books. My only regret? That I am not apart of the new show lol. Thank you Quinn's ideas for me discovering such an amazing book series. I love your channel watched through your three body problem playlist twice and obtained my copys right away
230,@damianvek9325,2023-10-01T20:26:57Z,2023-10-01T20:26:57Z,2,"It is so weird that I watched this show half a year in the past already, I didn't realize it wasn't officially released and now when I saw this it created so much confusion hahah"
231,@rahulsolanki5962,2023-10-01T17:20:49Z,2023-10-01T17:20:49Z,3,I've been annoying my friends for the past 2 years hyping this book series up. This series can't come soon enough
232,@danieldpa8484,2023-10-01T16:52:14Z,2023-10-01T16:52:14Z,3,just finished reading book one - amazing but very difficult to bring on screen. I guess only Dune and the Saga of Seven Suns are equally challanging to be filmed. Let´s see if they did a great job transalting this material into film.
233,@Otzchieem,2023-10-01T10:15:57Z,2023-10-01T10:15:57Z,1,I don’t expect them to go full sjw woke with this since china would hate that. At least keep it like the books. Don’t pull another witcher for crying out loud
234,@lea.333,2023-09-30T22:24:23Z,2023-09-30T22:24:23Z,2,"""From the creators of Game of Throne"" like its a good thing lmaoooo"
235,@Aironeness,2023-09-30T19:16:30Z,2023-09-30T19:16:30Z,0,Kinda lame trailer
236,@theGoogol,2023-09-30T18:25:27Z,2023-09-30T18:25:27Z,2,I hope they'll do the Children of Time series too.
237,@id104335409,2023-09-30T15:32:55Z,2023-09-30T15:32:55Z,0,"Saw it. Didn't like it at all. Some interesting ideas, but very bad illogical script."
238,@Digital_Avatar_Lore_Creator,2023-09-30T14:03:14Z,2023-09-30T14:03:14Z,1,"There are so many good tv shows based on books, comics, games out there but some loud whining original fAnbAsE who think they own the IP love to bomb review the crap out of it"
239,@1977Taake1977,2023-09-30T09:35:47Z,2023-09-30T09:35:47Z,0,The Chinese version is so much better
240,@landwand,2023-09-30T05:58:20Z,2023-09-30T05:58:20Z,1,I have no faith in D & D after GoT.
